gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Male;No;Yes;Yes;69;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);26;179655;No
Male;No;No;No;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);199;337;No
Female;No;Yes;Yes;22;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);1905;45405;No
Male;Yes;Yes;No;15;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;965;139225;No
Female;No;No;No;53;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);1985;10496;No
Female;Yes;Yes;No;28;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;257;7346;No
Male;No;No;No;22;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;203;4751;No
Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7015;7015;Yes
Male;Yes;Yes;No;16;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;9155;154005;No
Female;No;Yes;Yes;48;No;No;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Mailed check;394;197865;No
Male;Yes;Yes;No;30;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);1057;31818;No
Female;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7025;2297;No
Male;Yes;No;No;57;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;Two year;No;Electronic check;9375;562555;No
Female;Yes;Yes;No;68;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Credit card (automatic);9655;65819;Yes
Female;No;Yes;No;23;Yes;No;DSL;No;No;No;Yes;Yes;No;One year;No;Bank transfer (automatic);60;134715;No
Female;No;Yes;No;65;Yes;No;DSL;No;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);598;38082;No
Male;No;Yes;No;44;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);9065;397415;No
Female;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);109;76618;No
Female;No;Yes;No;37;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;One year;No;Credit card (automatic);681;247925;No
Female;No;No;No;12;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;204;2666;No
Male;No;Yes;Yes;69;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8195;56014;No
Female;No;No;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;6055;19826;No
Male;No;No;No;5;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);656;3399;No
Male;No;Yes;Yes;58;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Two year;No;Bank transfer (automatic);825;482805;No
Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);823;598055;No
Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;6815;48087;No
Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);203;203;No
Female;No;No;No;39;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;No;One year;Yes;Electronic check;9555;369285;Yes
Male;No;Yes;Yes;53;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);202;106815;No
Female;No;No;No;27;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;892;23836;No
Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6965;6965;Yes
Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;893;893;Yes
Female;No;Yes;No;18;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;748;143805;No
Male;No;Yes;Yes;46;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;202;91745;No
Female;No;Yes;No;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);844;609645;No
Female;No;No;No;36;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;8755;30781;Yes
Female;No;Yes;No;4;No;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;2515;9995;No
Female;No;No;No;25;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);198;4752;No
Female;No;Yes;Yes;40;No;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;5085;203655;No
Male;No;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1024;644405;No
Female;Yes;No;No;15;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check;963;142675;Yes
Male;No;No;No;14;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);555;76755;No
Male;Yes;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);10975;79325;No
Male;No;No;No;39;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;1064;404065;No
Female;No;Yes;Yes;47;No;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);60;276865;No
Male;No;Yes;No;19;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);888;167235;No
Female;No;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;852;4748;Yes
Female;No;No;No;13;No;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;351;4461;Yes
Female;No;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);8005;134565;No
Male;Yes;Yes;No;34;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7555;24254;No
Female;No;No;No;42;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;4955;207795;No
Male;No;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;813;4163;Yes
Female;No;Yes;Yes;71;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);239;16635;No
Male;Yes;Yes;No;19;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);664;128605;No
Female;No;No;Yes;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;196;3585;Yes
Male;No;No;No;57;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);188;109435;No
Male;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1084;77195;No
Female;No;No;No;6;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Mailed check;8595;5146;No
Female;No;Yes;Yes;17;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8545;14516;Yes
Male;No;Yes;No;61;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);809;49325;No
Male;No;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71;71;Yes
Male;No;Yes;Yes;48;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);1118;544365;No
Male;No;No;No;16;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);206;33025;No
Male;Yes;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8505;7465;Yes
Female;No;No;No;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;446;1227;No
Male;No;No;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;444;444;Yes
Male;No;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);1051;663185;No
Female;No;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11515;8250;No
Male;No;Yes;No;60;Yes;No;DSL;Yes;No;No;No;Yes;No;One year;Yes;Mailed check;598;356115;No
Female;No;Yes;No;69;Yes;Yes;No;No;No;No;No;No;No;One year;Yes;Electronic check;263;176355;No
Female;Yes;No;No;35;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;7055;2419;No
Female;No;No;No;22;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;2005;4702;No
Male;No;Yes;Yes;66;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);7985;523495;No
Male;Yes;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;703;703;Yes
Female;No;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);7935;7935;Yes
Male;No;Yes;Yes;34;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);9005;3097;No
Female;No;Yes;Yes;72;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);2445;17091;No
Male;No;Yes;Yes;31;No;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;5995;18488;No
Male;No;No;Yes;30;Yes;Yes;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);2535;7233;No
Female;No;No;No;9;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);908;80975;Yes
Male;No;Yes;Yes;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7045;147095;Yes
Male;Yes;Yes;No;19;No;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);343;57715;No
Female;No;Yes;No;65;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10505;691495;No
Female;No;Yes;Yes;30;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;193;6029;No
Male;No;No;No;6;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;1915;1244;No
Female;No;No;No;2;No;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;514;968;No
Male;No;Yes;Yes;53;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;7185;38279;No
Male;Yes;Yes;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;754;53305;No
Female;No;Yes;Yes;61;Yes;No;DSL;Yes;No;No;No;No;No;One year;Yes;Bank transfer (automatic);497;29614;No
Male;Yes;No;No;70;No;No;DSL;No;No;No;No;Yes;Yes;One year;Yes;Electronic check;4525;326445;Yes
Female;No;No;No;13;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;7875;99535;No
Male;Yes;Yes;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;One year;Yes;Bank transfer (automatic);816;281525;No
Female;No;Yes;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);704;1548;No
Female;No;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;758;2463;Yes
Female;No;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;761;2576;No
Female;No;No;No;62;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);94;57572;No
Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);10395;75177;No
Male;No;Yes;No;63;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);1995;12348;No
Male;Yes;No;No;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);713;13892;Yes
Female;Yes;No;No;35;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1108;38363;No
Male;Yes;Yes;No;21;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;691;147475;Yes
Male;No;Yes;No;62;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;No;Electronic check;961;600145;No
Female;No;No;No;15;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;488;7201;No
Female;No;No;No;55;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);5055;283275;No
Female;No;No;No;11;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;4465;47225;No
Female;No;Yes;Yes;17;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;8825;146065;Yes
Female;No;No;No;61;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);1945;133635;No
Female;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);893;638865;No
Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);70;15305;Yes
Male;No;No;No;35;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;1925;6779;No
Female;No;No;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);705;11656;No
Female;No;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9735;21195;Yes
Female;No;Yes;No;47;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);1965;92155;No
Female;No;Yes;No;3;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2085;72;No
Male;No;No;No;3;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;1965;6835;No
Male;Yes;Yes;No;44;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);1935;84725;No
Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;44;44;No
Female;No;Yes;Yes;44;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;One year;No;Electronic check;944;429535;No
Male;No;Yes;Yes;5;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);259;135;Yes
Male;No;No;No;24;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);5565;140055;Yes
Female;No;No;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6965;6965;Yes
Female;No;No;No;18;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;754;13804;No
Female;No;No;No;10;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1006;10602;Yes
Female;No;Yes;No;65;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;Two year;No;Bank transfer (automatic);71;43862;No
Female;Yes;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;86;86;Yes
Female;No;No;No;53;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);10695;57855;Yes
Male;No;No;No;3;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;212;5205;No
Male;No;Yes;No;33;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Mailed check;6105;20184;No
Male;No;No;No;3;No;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;296;7945;Yes
Female;No;No;No;34;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);7995;27273;No
Female;No;Yes;Yes;14;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;197;26365;No
Female;No;No;No;13;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;203;2754;No
Male;Yes;Yes;No;46;No;No;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);599;281665;Yes
Male;No;Yes;Yes;23;Yes;Yes;No;No;No;No;No;No;No;One year;No;Mailed check;2435;5385;No
Female;No;Yes;Yes;47;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;1975;9489;No
Male;No;No;Yes;17;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;503;8468;No
Female;No;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;956;47835;Yes
Male;Yes;Yes;No;59;No;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;5025;299745;No
Female;No;No;No;69;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);8535;58974;No
Male;No;No;No;11;No;No;DSL;No;No;Yes;No;Yes;No;One year;Yes;Electronic check;416;4706;Yes
Male;No;No;No;10;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;5165;5245;No
Male;No;Yes;Yes;12;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);24;26965;No
Male;No;No;No;45;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10085;4740;Yes
Female;No;Yes;Yes;39;Yes;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;5985;23415;No
Male;Yes;Yes;No;71;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);2545;178965;No
Male;No;Yes;Yes;71;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);239;16264;No
Female;No;Yes;Yes;33;Yes;Yes;No;No;No;No;No;No;No;One year;No;Credit card (automatic);2415;8003;No
Male;Yes;No;No;67;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;757;506085;No
Male;No;Yes;Yes;37;No;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);402;14488;Yes
Male;No;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;845;425485;Yes
Female;No;Yes;No;9;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;5085;4666;No
Male;No;Yes;No;52;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);916;46278;No
Female;No;No;No;70;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Electronic check;989;68386;No
Male;No;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;85;85;No
Female;Yes;No;No;14;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7895;110185;Yes
Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;443;443;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;202;202;Yes
Female;No;No;No;52;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;One year;Yes;Mailed check;802;42976;No
Male;No;No;No;6;Yes;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;No;Mailed check;609;4141;No
Male;No;Yes;No;7;No;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;342;2566;No
Female;Yes;No;No;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);852;396935;Yes
Female;No;No;No;26;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;One year;Yes;Credit card (automatic);8715;22741;No
Male;No;Yes;Yes;25;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;543;12968;No
Male;No;No;No;69;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;191;126885;No
Female;No;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11275;81926;No
Male;No;No;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;1995;5925;No
Male;No;Yes;Yes;59;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;195;114785;No
Male;No;No;No;67;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Two year;No;Bank transfer (automatic);6555;436155;No
Female;Yes;No;No;26;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;788;20061;No
Female;No;No;No;27;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;782;207895;No
Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);10525;760975;No
Female;No;No;No;6;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;8925;48705;No
Male;No;Yes;Yes;62;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);2065;121845;No
Male;No;No;No;20;Yes;Yes;DSL;No;Yes;No;Yes;Yes;No;One year;Yes;Electronic check;687;14162;No
Male;No;No;No;6;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Credit card (automatic);7865;4833;No
Male;No;No;No;51;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Mailed check;2475;12346;No
Female;No;Yes;Yes;61;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);1975;13116;No
Male;Yes;Yes;No;62;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;891;56183;No
Female;No;No;No;72;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;No;Two year;Yes;Bank transfer (automatic);847;618515;No
Male;Yes;Yes;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;98;123785;Yes
Male;No;Yes;No;5;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9445;4981;Yes
Male;Yes;No;No;3;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105;29445;Yes
Female;Yes;Yes;No;26;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;9385;238155;Yes
Male;Yes;No;No;13;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;599;78835;No
Female;No;Yes;Yes;38;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;1995;7564;No
Female;Yes;Yes;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84;6134;Yes
Male;Yes;Yes;Yes;34;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1089;36252;No
Male;No;No;No;18;No;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Mailed check;336;55035;No
Male;No;Yes;Yes;56;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;One year;Yes;Mailed check;8585;47938;No
Female;No;No;No;36;No;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);3485;12672;No
Female;No;Yes;No;9;No;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;4875;4422;Yes
Male;No;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8485;8485;Yes
Male;No;No;No;12;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;5665;65485;Yes
Female;Yes;Yes;Yes;57;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);953;556745;No
Female;No;No;No;42;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);739;316055;Yes
Female;No;Yes;Yes;33;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Mailed check;245;7403;Yes
Male;No;Yes;No;70;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);846;57062;No
Female;No;No;No;68;No;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;No;Electronic check;4495;308535;No
Male;No;No;Yes;1;No;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;247;247;No
Female;No;No;No;37;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;No;Credit card (automatic);1003;35414;No
Female;No;No;Yes;4;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;2545;842;No
Male;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;507;507;No
Male;No;No;No;20;No;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);55;116555;No
Male;No;Yes;Yes;72;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Bank transfer (automatic);684;485535;No
Female;No;No;No;31;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;899;28069;Yes
Male;Yes;Yes;No;18;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;7855;142265;Yes
Male;No;Yes;No;11;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);5505;60815;No
Female;No;Yes;Yes;33;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);198;64135;No
Female;Yes;No;No;62;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;One year;No;Electronic check;8445;495915;No
Female;No;No;No;1;No;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;359;359;No
Male;No;Yes;No;16;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);8075;13213;No
Male;No;Yes;Yes;22;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;7865;166375;No
Female;No;Yes;Yes;49;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);6175;302415;No
Male;No;Yes;Yes;36;Yes;No;DSL;Yes;No;Yes;No;No;Yes;One year;Yes;Credit card (automatic);637;21885;No
Male;No;Yes;No;42;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;9945;413805;Yes
